SBA Disaster Loan Data,,,,,,,Report Run Date:  3/19/2019 ,,,,,,
15468,15469,,MI-00064,NILES,49120,BERRIEN,MI,"191,759.00","142,199.00","49,560.00","23,700.00","16,300.00","7,400.00"
15468,15469,,MI-00064,NILES,49120,CASS,MI,"5,591.00","5,591.00",0.00,"5,600.00","5,600.00",0.00
15468,15469,,MI-00064,OKEMOS,48864,INGHAM,MI,"22,742.00","15,142.00","7,600.00","12,800.00","5,200.00","7,600.00"
15468,15469,,MI-00064,OMER,48749,ARENAC,MI,"424,182.00","231,507.00","192,675.00","165,900.00","85,900.00","80,000.00"
15468,15469,,MI-00064,OSCEOLA,46561,ST JOSEPH,IN,"41,457.00","29,707.00","11,750.00","33,300.00","21,500.00","11,800.00"
15468,15469,,MI-00064,PORTAGE,49002,KALAMAZOO,MI,"12,579.00","12,579.00",0.00,"12,600.00","12,600.00",0.00
15468,15469,,MI-00064,SAINT JOSEPH,49085,BERRIEN,MI,"192,987.00","177,537.00","15,450.00","159,800.00","144,300.00","15,500.00"
15468,15469,,MI-00064,SOUTH BEND,46601,ST JOSEPH,IN,"3,750.00",0.00,"3,750.00","3,800.00",0.00,"3,800.00"
15468,15469,,MI-00064,SOUTH BEND,46615,ST JOSEPH,IN,"28,330.00","26,255.00","2,075.00","28,400.00","26,300.00","2,100.00"
15468,15469,,MI-00064,SOUTH BEND,46617,ST JOSEPH,IN,"48,881.00","32,906.00","15,975.00","35,900.00","19,900.00","16,000.00"
15468,15469,,MI-00064,STANDISH,48658,ARENAC,MI,"36,480.00","31,335.00","5,145.00","36,500.00","31,300.00","5,200.00"
15468,15469,,MI-00064,STERLING,48659,ARENAC,MI,"161,521.00","107,841.00","53,680.00","68,300.00","44,600.00","23,700.00"
15468,15469,,MI-00064,STEVENSVILLE,49127,BERRIEN,MI,"41,244.00","34,464.00","6,780.00","36,300.00","29,500.00","6,800.00"
15468,15469,,MI-00064,THREE RIVERS,49093,SAINT JOSEPH,MI,"11,450.00",0.00,"11,450.00",0.00,0.00,0.00
15468,15469,,MI-00064,TURNER,48765,IOSCO,MI,"56,285.00","41,290.00","14,995.00",0.00,0.00,0.00
15468,15469,,MI-00064,VICKSBURG,49097,KALAMAZOO,MI,"78,531.00","71,931.00","6,600.00","78,600.00","72,000.00","6,600.00"
15468,15469,,MI-00064,WEST BRANCH,48661,OGEMAW,MI,"60,841.00","47,281.00","13,560.00",0.00,0.00,0.00
15470,15471,,CA-00284,PICO RIVERA,90660,LOS ANGELES,CA,"365,100.00",0.00,"365,100.00","134,400.00",0.00,"134,400.00"
15483,15484,,AL-00086,CULLMAN,35055,CULLMAN,AL,"37,172.00","36,952.00",220.00,0.00,0.00,0.00
15483,15484,,AL-00086,DECATUR,35601,MORGAN,AL,"335,442.00","276,729.00","58,713.00","203,000.00","164,000.00","39,000.00"
15483,15484,,AL-00086,DECATUR,35603,MORGAN,AL,"24,635.00","23,835.00",800.00,"24,700.00","23,900.00",800.00
15483,15484,,AL-00086,HANCEVILLE,35077,CULLMAN,AL,"14,896.00","14,676.00",220.00,0.00,0.00,0.00
15483,15484,,AL-00086,HARTSELLE,35640,MORGAN,AL,"26,284.00","26,284.00",0.00,"25,000.00","25,000.00",0.00
15483,15484,,AL-00086,HARVEST,35749,MADISON,AL,"17,642.00","16,692.00",950.00,"17,700.00","16,700.00","1,000.00"
15483,15484,,AL-00086,HUNTSVILLE,35816,MADISON,AL,"25,938.00","19,263.00","6,675.00","25,000.00","19,300.00","5,700.00"
15497,15498,4362,AL-00087,ANNISTON,36206,CALHOUN,AL,"4,150.00","2,150.00","2,000.00","2,200.00",200.00,"2,000.00"
15497,15498,4362,AL-00087,ANNISTON,36207,CALHOUN,AL,"23,682.00","5,682.00","18,000.00",0.00,0.00,0.00
15497,15498,4362,AL-00087,CULLMAN,35055,CULLMAN,AL,"3,482,298.00","2,548,194.00","934,104.00","979,500.00","751,200.00","228,300.00"
15497,15498,4362,AL-00087,CULLMAN,35057,CULLMAN,AL,"317,903.00","213,228.00","104,675.00","154,500.00","124,000.00","30,500.00"
15497,15498,4362,AL-00087,CULLMAN,35058,CULLMAN,AL,500.00,0.00,500.00,0.00,0.00,0.00
15497,15498,4362,AL-00087,GADSDEN,35901,ETOWAH,AL,"17,908.00","17,908.00",0.00,"11,500.00","11,500.00",0.00
15497,15498,4362,AL-00087,GADSDEN,35903,ETOWAH,AL,"10,004.00","10,004.00",0.00,0.00,0.00,0.00
15497,15498,4362,AL-00087,HANCEVILLE,35077,CULLMAN,AL,"37,369.00","37,369.00",0.00,"2,700.00","2,700.00",0.00
15497,15498,4362,AL-00087,JACKSONVILLE,36265,CALHOUN,AL,"5,648,049.00","4,367,090.00","1,280,959.00","1,568,300.00","1,165,300.00","403,000.00"
15497,15498,4362,AL-00087,OHATCHEE,36271,CALHOUN,AL,"101,734.00","84,959.00","16,775.00","76,600.00","61,500.00","15,100.00"
15497,15498,4362,AL-00087,PIEDMONT,36272,CALHOUN,AL,"161,425.00","154,925.00","6,500.00","14,500.00","14,500.00",0.00
15497,15498,4362,AL-00087,RAINBOW CITY,35906,ETOWAH,AL,"1,534,838.00","1,324,983.00","209,855.00","344,400.00","294,200.00","50,200.00"
15497,15498,4362,AL-00087,SOUTHSIDE,35907,ETOWAH,AL,"1,063,952.00","884,807.00","179,145.00","464,600.00","382,200.00","82,400.00"
15497,15498,4362,AL-00087,WEAVER,36277,CALHOUN,AL,"19,945.00","17,445.00","2,500.00","20,000.00","17,500.00","2,500.00"
15497,15498,4362,AL-00087,WELLINGTON,36279,CALHOUN,AL,"795,997.00","704,527.00","91,470.00","262,900.00","222,900.00","40,000.00"
15501,15502,,MA-00072,BRANT ROCK,2020,PLYMOUTH,MA,"24,022.00","24,022.00",0.00,"20,500.00","20,500.00",0.00
15501,15502,,MA-00072,BROCKTON,2301,PLYMOUTH,MA,"15,420.00","15,420.00",0.00,"15,500.00","15,500.00",0.00
15501,15502,,MA-00072,CANTON,2021,NORFOLK,MA,"20,350.00","20,350.00",0.00,"20,400.00","20,400.00",0.00
15501,15502,,MA-00072,CARVER,2330,PLYMOUTH,MA,"237,280.00","208,880.00","28,400.00","161,100.00","140,200.00","20,900.00"
15501,15502,,MA-00072,COHASSET,2025,NORFOLK,MA,"86,600.00","50,925.00","35,675.00",0.00,0.00,0.00
15501,15502,,MA-00072,COHASSET,2025,PLYMOUTH,MA,"10,500.00","10,500.00",0.00,"10,500.00","10,500.00",0.00
15501,15502,,MA-00072,DUXBURY,2332,PLYMOUTH,MA,"179,065.00","90,015.00","89,050.00","49,100.00","10,600.00","38,500.00"
15501,15502,,MA-00072,HULL,2045,PLYMOUTH,MA,"40,779.00","37,779.00","3,000.00","40,800.00","37,800.00","3,000.00"
15501,15502,,MA-00072,LAKEVILLE,2347,PLYMOUTH,MA,"34,780.00","27,180.00","7,600.00","23,100.00","15,500.00","7,600.00"
15501,15502,,MA-00072,MARSHFIELD,2050,PLYMOUTH,MA,"150,465.00","145,240.00","5,225.00","119,500.00","114,200.00","5,300.00"
15501,15502,,MA-00072,N WEYMOUTH,2191,NORFOLK,MA,"6,358.00","6,358.00",0.00,0.00,0.00,0.00
15501,15502,,MA-00072,NORTH WEYMOUTH,2191,NORFOLK,MA,"106,746.00","80,856.00","25,890.00","17,700.00",0.00,"17,700.00"
15501,15502,,MA-00072,PEMBROKE,2359,PLYMOUTH,MA,"62,211.00","59,211.00","3,000.00",0.00,0.00,0.00
15501,15502,,MA-00072,QUINCY,2169,NORFOLK,MA,"646,657.00","397,342.00","249,315.00","263,500.00","121,000.00","142,500.00"
15501,15502,,MA-00072,REVERE,2151,SUFFOLK,MA,"8,440.00","3,440.00","5,000.00","8,500.00","3,500.00","5,000.00"
15501,15502,,MA-00072,SCITUATE,2066,PLYMOUTH,MA,"581,240.00","499,245.00","81,995.00","272,200.00","231,900.00","40,300.00"
15501,15502,,MA-00072,SOUTH WEYMOUTH,2190,NORFOLK,MA,"45,437.00","43,787.00","1,650.00","45,500.00","43,800.00","1,700.00"
15501,15502,,MA-00072,STOUGHTON,2072,NORFOLK,MA,"10,072.00","10,072.00",0.00,"5,100.00","5,100.00",0.00
15501,15502,,MA-00072,WEYMOUTH,2188,NORFOLK,MA,"75,709.00","61,659.00","14,050.00","67,000.00","52,900.00","14,100.00"
15501,15502,,MA-00072,WINTHROP,2152,SUFFOLK,MA,"225,138.00","210,258.00","14,880.00","173,600.00","162,200.00","11,400.00"
15507,15508,,OK-00120,CAMARGO,73835,DEWEY,OK,"530,317.00","403,842.00","126,475.00","389,900.00","309,900.00","80,000.00"
15507,15508,,OK-00120,CANTON,73724,DEWEY,OK,"239,389.00","169,089.00","70,300.00","198,500.00","158,500.00","40,000.00"
15507,15508,,OK-00120,SEILING,73663,DEWEY,OK,"44,758.00","11,593.00","33,165.00",0.00,0.00,0.00
15507,15508,,OK-00120,TALOGA,73667,DEWEY,OK,"20,950.00",0.00,"20,950.00","21,000.00",0.00,"21,000.00"
15507,15508,,OK-00120,VICI,73859,DEWEY,OK,"493,542.00","408,497.00","85,045.00","238,700.00","170,700.00","68,000.00"
15507,15508,,OK-00120,WOODWARD,73801,WOODWARD,OK,"491,630.00","413,405.00","78,225.00","206,800.00","172,100.00","34,700.00"
15510,15511,,IL-00051,AROMA PARK,60910,KANKAKEE,IL,"89,755.00","74,465.00","15,290.00","57,000.00","43,500.00","13,500.00"
15510,15511,,IL-00051,DANVILLE,61832,VERMILION,IL,"247,110.00","177,185.00","69,925.00","76,900.00","41,600.00","35,300.00"
15510,15511,,IL-00051,FITHIAN,61844,VERMILION,IL,"68,349.00","52,949.00","15,400.00","68,400.00","53,000.00","15,400.00"
15510,15511,,IL-00051,GARY,46402,LAKE,IN,"63,062.00","54,862.00","8,200.00","63,100.00","54,900.00","8,200.00"
15510,15511,,IL-00051,GARY,46407,LAKE,IN,"28,501.00","23,026.00","5,475.00","5,500.00",0.00,"5,500.00"
15510,15511,,IL-00051,GARY,46408,LAKE,IN,"96,125.00","84,225.00","11,900.00",0.00,0.00,0.00
15510,15511,,IL-00051,GARY,46409,LAKE,IN,"15,749.00","12,979.00","2,770.00","15,800.00","13,000.00","2,800.00"
15510,15511,,IL-00051,GARY,46410,LAKE,IN,"47,018.00","36,138.00","10,880.00","42,100.00","31,200.00","10,900.00"
15510,15511,,IL-00051,HAMMOND,46323,LAKE,IN,"12,303.00","6,203.00","6,100.00","12,400.00","6,300.00","6,100.00"
15510,15511,,IL-00051,KANKAKEE,60901,KANKAKEE,IL,"487,937.00","396,527.00","91,410.00","116,200.00","82,200.00","34,000.00"
15510,15511,,IL-00051,MERRILLVILLE,46410,LAKE,IN,"46,998.00","31,238.00","15,760.00","47,100.00","31,300.00","15,800.00"
15510,15511,,IL-00051,ROSSVILLE,60963,VERMILION,IL,"35,236.00","33,036.00","2,200.00",0.00,0.00,0.00
15510,15511,,IL-00051,WATSEKA,60970,IROQUOIS,IL,"599,248.00","538,413.00","60,835.00","163,000.00","137,000.00","26,000.00"
15512,15513,4363,IN-00062,ARGOS,46501,MARSHALL,IN,"11,050.00","7,050.00","4,000.00",0.00,0.00,0.00
15512,15513,4363,IN-00062,AURORA,47001,DEARBORN,IN,"75,883.00","51,158.00","24,725.00","55,800.00","35,900.00","19,900.00"
15512,15513,4363,IN-00062,BOURBON,46504,MARSHALL,IN,"31,972.00","31,802.00",170.00,"29,800.00","29,600.00",200.00
15512,15513,4363,IN-00062,BREMEN,46506,MARSHALL,IN,"207,087.00","179,087.00","28,000.00","141,800.00","117,700.00","24,100.00"
15512,15513,4363,IN-00062,BRISTOL,46507,ELKHART,IN,"178,544.00","131,264.00","47,280.00","161,100.00","113,800.00","47,300.00"
15512,15513,4363,IN-00062,BROOKSTON,47923,CARROLL,IN,"655,273.00","519,383.00","135,890.00","357,000.00","289,100.00","67,900.00"
15512,15513,4363,IN-00062,CHARLESTOWN,47111,CLARK,IN,"184,213.00","157,558.00","26,655.00","137,400.00","114,700.00","22,700.00"
15512,15513,4363,IN-00062,CLARKSVILLE,47129,CLARK,IN,"100,401.00","95,061.00","5,340.00","7,500.00","2,100.00","5,400.00"
15512,15513,4363,IN-00062,CORYDON,47112,HARRISON,IN,"9,425.00","9,425.00",0.00,"9,500.00","9,500.00",0.00
15512,15513,4363,IN-00062,CROWN POINT,46307,LAKE,IN,"15,749.00","11,249.00","4,500.00","12,100.00","7,600.00","4,500.00"
15512,15513,4363,IN-00062,DELPHI,46923,CARROLL,IN,"104,092.00","77,642.00","26,450.00",0.00,0.00,0.00
15512,15513,4363,IN-00062,DILLSBORO,47018,DEARBORN,IN,"34,730.00","23,205.00","11,525.00","11,600.00",0.00,"11,600.00"
15512,15513,4363,IN-00062,ELIZABETH,47117,HARRISON,IN,"215,735.00","191,970.00","23,765.00","20,300.00","6,700.00","13,600.00"
15512,15513,4363,IN-00062,ELKHART,46514,ELKHART,IN,"456,838.00","372,148.00","84,690.00","301,800.00","247,400.00","54,400.00"
15512,15513,4363,IN-00062,ELKHART,46516,ELKHART,IN,"895,566.00","579,501.00","316,065.00","478,400.00","285,900.00","192,500.00"
15512,15513,4363,IN-00062,ELKHART,46517,ELKHART,IN,"367,348.00","299,098.00","68,250.00","231,300.00","189,600.00","41,700.00"
15512,15513,4363,IN-00062,EVANSVILLE,47711,VANDERBURGH,IN,"37,130.00","32,130.00","5,000.00","33,100.00","28,100.00","5,000.00"
15512,15513,4363,IN-00062,EVANSVILLE,47712,VANDERBURGH,IN,"39,486.00","38,346.00","1,140.00","25,000.00","25,000.00",0.00
15512,15513,4363,IN-00062,EVANSVILLE,47715,VANDERBURGH,IN,"10,594.00","9,894.00",700.00,"4,300.00","3,600.00",700.00
15512,15513,4363,IN-00062,EVANSVILLE,47720,VANDERBURGH,IN,"35,031.00","35,031.00",0.00,"35,100.00","35,100.00",0.00
15512,15513,4363,IN-00062,FLORENCE,47020,SWITZERLAND,IN,"45,828.00","30,398.00","15,430.00",0.00,0.00,0.00
15512,15513,4363,IN-00062,GARY,46403,LAKE,IN,"32,680.00","24,480.00","8,200.00","32,700.00","24,500.00","8,200.00"
15512,15513,4363,IN-00062,GARY,46404,LAKE,IN,"13,403.00","10,433.00","2,970.00","13,500.00","10,500.00","3,000.00"
15512,15513,4363,IN-00062,GARY,46406,LAKE,IN,"11,680.00","10,155.00","1,525.00","11,800.00","10,300.00","1,500.00"
15512,15513,4363,IN-00062,GARY,46408,LAKE,IN,"180,150.00","132,785.00","47,365.00","108,000.00","65,700.00","42,300.00"
15512,15513,4363,IN-00062,GARY,46409,LAKE,IN,"218,968.00","143,343.00","75,625.00","52,000.00","44,200.00","7,800.00"
15512,15513,4363,IN-00062,GARY,46410,LAKE,IN,"10,517.00","6,987.00","3,530.00",0.00,0.00,0.00
15512,15513,4363,IN-00062,GOSHEN,46526,ELKHART,IN,"114,898.00","79,828.00","35,070.00","101,200.00","72,800.00","28,400.00"
15512,15513,4363,IN-00062,GOSHEN,46528,ELKHART,IN,"73,103.00","72,663.00",440.00,"37,000.00","36,500.00",500.00
15512,15513,4363,IN-00062,GRANGER,46530,ELKHART,IN,"44,871.00","39,331.00","5,540.00","33,400.00","27,800.00","5,600.00"
15512,15513,4363,IN-00062,GRANGER,46530,ST JOSEPH,IN,"22,210.00","13,660.00","8,550.00","18,900.00","10,300.00","8,600.00"
15512,15513,4363,IN-00062,GRIFFITH,46319,LAKE,IN,"62,198.00","37,008.00","25,190.00","59,900.00","35,700.00","24,200.00"
15512,15513,4363,IN-00062,HAMMOND,46323,LAKE,IN,"36,267.00","22,402.00","13,865.00",0.00,0.00,0.00
15512,15513,4363,IN-00062,HANOVER,47243,JEFFERSON,IN,"414,511.00","324,531.00","89,980.00","207,600.00","151,800.00","55,800.00"
15512,15513,4363,IN-00062,HOBART,46342,LAKE,IN,"118,049.00","93,874.00","24,175.00","85,600.00","72,600.00","13,000.00"
15512,15513,4363,IN-00062,JEFFERSONVILLE,47130,CLARK,IN,"1,082,675.00","818,985.00","263,690.00","373,500.00","250,400.00","123,100.00"
15512,15513,4363,IN-00062,JEFFERSONVLLE,47130,CLARK,IN,"58,454.00","42,004.00","16,450.00","46,900.00","30,400.00","16,500.00"
15512,15513,4363,IN-00062,KINGSFORD HEIGHTS,46346,LA PORTE,IN,"18,091.00","18,091.00",0.00,"18,100.00","18,100.00",0.00
15512,15513,4363,IN-00062,KNOX,46534,STARKE,IN,"300,899.00","251,114.00","49,785.00","165,400.00","115,500.00","49,900.00"
15512,15513,4363,IN-00062,LA CROSSE,46348,LA PORTE,IN,"72,423.00","62,273.00","10,150.00","20,100.00","9,900.00","10,200.00"
15512,15513,4363,IN-00062,LA PORTE,46350,LA PORTE,IN,"52,498.00","44,598.00","7,900.00","31,500.00","28,600.00","2,900.00"
15512,15513,4363,IN-00062,LAKE STATION,46405,LAKE,IN,"100,970.00","81,365.00","19,605.00","55,300.00","42,400.00","12,900.00"
15512,15513,4363,IN-00062,LAKEVILLE,46536,MARSHALL,IN,"29,695.00","25,425.00","4,270.00","26,100.00","21,800.00","4,300.00"
15512,15513,4363,IN-00062,LAPAZ,46537,MARSHALL,IN,"23,578.00","10,078.00","13,500.00","13,500.00",0.00,"13,500.00"
15512,15513,4363,IN-00062,LAWRENCEBURG,47025,DEARBORN,IN,"8,455.00","6,430.00","2,025.00","8,500.00","6,400.00","2,100.00"
15512,15513,4363,IN-00062,LOWELL,46356,LAKE,IN,"14,525.00","11,575.00","2,950.00",0.00,0.00,0.00
15512,15513,4363,IN-00062,MADISON,47250,JEFFERSON,IN,"54,199.00","39,711.00","14,488.00","39,100.00","29,000.00","10,100.00"
15512,15513,4363,IN-00062,MERRILLVILLE,46410,LAKE,IN,"56,474.00","41,474.00","15,000.00","25,000.00","10,000.00","15,000.00"
15512,15513,4363,IN-00062,MICHIGAN CITY,46360,LA PORTE,IN,"94,765.00","67,830.00","26,935.00","63,300.00","41,700.00","21,600.00"
15512,15513,4363,IN-00062,MICHIGAN CITY,46360,PORTER,IN,"8,317.00","6,367.00","1,950.00","7,500.00","5,500.00","2,000.00"
15512,15513,4363,IN-00062,MISHAWAKA,46544,ST JOSEPH,IN,"27,247.00","16,172.00","11,075.00","27,300.00","16,200.00","11,100.00"
15512,15513,4363,IN-00062,MISHAWAKA,46545,ST JOSEPH,IN,"172,696.00","144,450.00","28,246.00","111,700.00","100,600.00","11,100.00"
15512,15513,4363,IN-00062,MONTICELLO,47960,CARROLL,IN,"510,432.00","392,764.00","117,668.00","274,000.00","197,300.00","76,700.00"
15512,15513,4363,IN-00062,MONTICELLO,47960,WHITE,IN,"70,651.00","49,951.00","20,700.00","45,600.00","25,700.00","19,900.00"
15512,15513,4363,IN-00062,MOORES HILL,47032,DEARBORN,IN,"14,511.00","14,511.00",0.00,0.00,0.00,0.00
15512,15513,4363,IN-00062,NABB,47147,CLARK,IN,"53,897.00","44,997.00","8,900.00",0.00,0.00,0.00
15512,15513,4363,IN-00062,NAPPANEE,46550,ELKHART,IN,"19,254.00","15,154.00","4,100.00",0.00,0.00,0.00
15512,15513,4363,IN-00062,NEW ALBANY,47150,FLOYD,IN,"38,082.00","34,782.00","3,300.00","30,500.00","27,700.00","2,800.00"
15512,15513,4363,IN-00062,NEW CARLISLE,46552,ST JOSEPH,IN,"58,194.00","48,819.00","9,375.00","20,000.00","12,000.00","8,000.00"
15512,15513,4363,IN-00062,NORTH JUDSON,46366,STARKE,IN,"12,939.00","12,939.00",0.00,"12,500.00","12,500.00",0.00
15512,15513,4363,IN-00062,NORTH LIBERTY,46554,ST JOSEPH,IN,"41,630.00","28,705.00","12,925.00","15,900.00","12,500.00","3,400.00"
15512,15513,4363,IN-00062,OSCEOLA,46561,ST JOSEPH,IN,"427,269.00","358,139.00","69,130.00","265,900.00","218,100.00","47,800.00"
15512,15513,4363,IN-00062,PALMYRA,47164,HARRISON,IN,"23,567.00","19,747.00","3,820.00",0.00,0.00,0.00
15512,15513,4363,IN-00062,PATRIOT,47038,SWITZERLAND,IN,"169,847.00","118,447.00","51,400.00",0.00,0.00,0.00
15512,15513,4363,IN-00062,PLYMOUTH,46563,MARSHALL,IN,"425,397.00","304,787.00","120,610.00","249,300.00","201,900.00","47,400.00"
15512,15513,4363,IN-00062,PORTAGE,46368,PORTER,IN,"4,175.00",0.00,"4,175.00","4,200.00",0.00,"4,200.00"
15512,15513,4363,IN-00062,RENSSELAER,47978,JASPER,IN,"9,346.00","5,846.00","3,500.00",0.00,0.00,0.00
15512,15513,4363,IN-00062,RICHLAND,47634,SPENCER,IN,"25,094.00","23,744.00","1,350.00","25,000.00","23,700.00","1,300.00"
15512,15513,4363,IN-00062,RISING SUN,47040,OHIO,IN,"39,223.00","30,518.00","8,705.00","31,800.00","25,400.00","6,400.00"
15512,15513,4363,IN-00062,ROCHESTER,46975,FULTON,IN,"3,427.00","3,427.00",0.00,0.00,0.00,0.00
15512,15513,4363,IN-00062,ROLLING PRAIRIE,46371,LA PORTE,IN,"23,435.00","15,735.00","7,700.00","23,500.00","15,800.00","7,700.00"
15512,15513,4363,IN-00062,SAN PIERRE,46374,STARKE,IN,"19,686.00","10,326.00","9,360.00","19,700.00","10,300.00","9,400.00"
15512,15513,4363,IN-00062,SOUTH BEND,46601,ST JOSEPH,IN,"7,748.00","6,248.00","1,500.00","6,900.00","5,400.00","1,500.00"
15512,15513,4363,IN-00062,SOUTH BEND,46613,ST JOSEPH,IN,"11,612.00","7,612.00","4,000.00","5,200.00","5,200.00",0.00
15512,15513,4363,IN-00062,SOUTH BEND,46614,ST JOSEPH,IN,"179,679.00","125,204.00","54,475.00","150,300.00","103,000.00","47,300.00"
15512,15513,4363,IN-00062,SOUTH BEND,46615,ST JOSEPH,IN,"47,191.00","28,352.00","18,839.00","37,800.00","18,900.00","18,900.00"
15512,15513,4363,IN-00062,SOUTH BEND,46616,ST JOSEPH,IN,"192,389.00","108,819.00","83,570.00","60,100.00","23,700.00","36,400.00"
15512,15513,4363,IN-00062,SOUTH BEND,46617,ST JOSEPH,IN,"438,229.00","333,793.00","104,436.00","203,700.00","140,900.00","62,800.00"
15512,15513,4363,IN-00062,SOUTH BEND,46619,ST JOSEPH,IN,"7,651.00","5,151.00","2,500.00",0.00,0.00,0.00
15512,15513,4363,IN-00062,SOUTH BEND,46628,ST JOSEPH,IN,"19,317.00","10,317.00","9,000.00","19,400.00","10,400.00","9,000.00"
15512,15513,4363,IN-00062,SOUTH BEND,46635,ST JOSEPH,IN,478.00,478.00,0.00,0.00,0.00,0.00
15512,15513,4363,IN-00062,SOUTH BEND,46637,ST JOSEPH,IN,"143,123.00","120,897.00","22,226.00","9,900.00","8,400.00","1,500.00"
15512,15513,4363,IN-00062,UTICA,47130,CLARK,IN,"810,370.00","712,865.00","97,505.00","339,700.00","273,800.00","65,900.00"
15512,15513,4363,IN-00062,VALPARAISO,46383,PORTER,IN,"14,390.00","14,390.00",0.00,"13,600.00","13,600.00",0.00
15512,15513,4363,IN-00062,WHEATFIELD,46392,JASPER,IN,"17,930.00","17,930.00",0.00,"18,000.00","18,000.00",0.00
15516,15517,4364,NC-00097,GIBSONVILLE,27249,GUILFORD,NC,"15,746.00","15,746.00",0.00,0.00,0.00,0.00
15516,15517,4364,NC-00097,GREENSBORO,27401,GUILFORD,NC,"858,745.00","593,968.00","264,777.00","377,900.00","232,100.00","145,800.00"
15516,15517,4364,NC-00097,GREENSBORO,27404,GUILFORD,NC,"19,585.00","19,585.00",0.00,0.00,0.00,0.00
15516,15517,4364,NC-00097,GREENSBORO,27405,GUILFORD,NC,"1,516,392.00","1,107,943.00","408,449.00","583,500.00","385,000.00","198,500.00"
15516,15517,4364,NC-00097,GREENSBORO,27406,GUILFORD,NC,"2,650.00",0.00,"2,650.00","2,700.00",0.00,"2,700.00"
15516,15517,4364,NC-00097,REIDSVILLE,27320,ROCKINGHAM,NC,"241,707.00","209,437.00","32,270.00","116,800.00","88,200.00","28,600.00"
15516,15517,4364,NC-00097,RUFFIN,27326,ROCKINGHAM,NC,"93,258.00","67,658.00","25,600.00",0.00,0.00,0.00
15524,15525,,KY-00066,CECILIA,42724,HARDIN,KY,"39,525.00","39,525.00",0.00,"39,600.00","39,600.00",0.00
15524,15525,,KY-00066,CHARLESTOWN,47111,CLARK,IN,"428,682.00","352,577.00","76,105.00","89,300.00","30,800.00","58,500.00"
15524,15525,,KY-00066,CLOVERPORT,40111,BRECKINRIDGE,KY,"58,616.00","24,716.00","33,900.00","58,700.00","24,800.00","33,900.00"
15524,15525,,KY-00066,ELIZABETHTOWN,42701,HARDIN,KY,"22,638.00","22,638.00",0.00,"22,700.00","22,700.00",0.00
15524,15525,,KY-00066,FLOYDS KNOBS,47119,FLOYD,IN,"17,473.00","17,473.00",0.00,"11,500.00","11,500.00",0.00
15524,15525,,KY-00066,JEFFERSONVILLE,47130,CLARK,IN,"85,232.00","70,892.00","14,340.00",0.00,0.00,0.00
15524,15525,,KY-00066,LOUISVILLE,40201,JEFFERSON,KY,"32,742.00","17,542.00","15,200.00","24,200.00","13,400.00","10,800.00"
15524,15525,,KY-00066,LOUISVILLE,40205,JEFFERSON,KY,"15,070.00","9,220.00","5,850.00","10,100.00","4,200.00","5,900.00"
15524,15525,,KY-00066,LOUISVILLE,40207,JEFFERSON,KY,"270,595.00","243,475.00","27,120.00","114,500.00","93,700.00","20,800.00"
15524,15525,,KY-00066,LOUISVILLE,40245,JEFFERSON,KY,"30,955.00","30,955.00",0.00,"31,000.00","31,000.00",0.00
15524,15525,,KY-00066,NEW ALBANY,47150,FLOYD,IN,"23,542.00","17,642.00","5,900.00","1,500.00","1,500.00",0.00
15524,15525,,KY-00066,PROSPECT,40059,OLDHAM,KY,"86,785.00","75,560.00","11,225.00","86,800.00","75,500.00","11,300.00"
15524,15525,,KY-00066,SHEPHERDSVILLE,40165,BULLITT,KY,"55,829.00","30,829.00","25,000.00","55,900.00","30,900.00","25,000.00"
15524,15525,,KY-00066,TAYLORSVILLE,40071,SPENCER,KY,"17,781.00","17,781.00",0.00,0.00,0.00,0.00
15524,15525,,KY-00066,WEST POINT,40177,HARDIN,KY,"869,742.00","767,982.00","101,760.00","433,300.00","359,300.00","74,000.00"
15524,15525,,KY-00066,WEST POINT,40177,JEFFERSON,KY,"23,963.00","17,213.00","6,750.00","19,000.00","17,200.00","1,800.00"
15524,15525,,KY-00066,WESTPORT,40077,OLDHAM,KY,"35,701.00","31,091.00","4,610.00","22,400.00","17,700.00","4,700.00"
15539,15540,,MS-00106,MERIDIAN,39301,LAUDERDALE,MS,"320,455.00","272,295.00","48,160.00","121,100.00","106,300.00","14,800.00"
15539,15540,,MS-00106,MERIDIAN,39303,LAUDERDALE,MS,"4,984.00","4,984.00",0.00,0.00,0.00,0.00
15539,15540,,MS-00106,MERIDIAN,39307,LAUDERDALE,MS,"67,535.00","61,955.00","5,580.00","25,900.00","21,900.00","4,000.00"
15544,15545,,VA-00071,AMHERST,24521,AMHERST,VA,"13,969.00","13,969.00",0.00,"14,000.00","14,000.00",0.00
